user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned,price
175,Male,20,DE,Free,64,20,0.16,Mobile,20,0,1,10
176,Female,57,UK,Premium,121,86,0.08,Web,0,1,1,10
177,Other,16,AU,Free,184,12,0.2,Desktop,15,0,0,10
178,Male,18,PK,Family,219,54,0.06,Web,0,1,0,10
179,Male,16,DE,Free,184,40,0.01,Mobile,9,0,0,10
180,Female,50,UK,Family,30,37,0.25,Desktop,0,1,1,10
181,Male,23,DE,Free,55,46,0.41,Desktop,7,0,0,10
182,Female,53,AU,Premium,38,4,0.09,Mobile,0,1,0,10
183,Male,58,CA,Premium,281,58,0.16,Desktop,0,1,0,10
184,Female,31,DE,Premium,140,57,0.35,Mobile,0,1,1,10
185,Female,19,US,Student,130,17,0.35,Desktop,0,1,0,10
186,Female,36,US,Student,238,82,0.35,Web,0,1,1,10
187,Other,19,PK,Premium,295,53,0.55,Web,0,1,1,10
188,Other,26,IN,Free,265,31,0.41,Web,38,0,0,10
189,Other,16,US,Student,179,80,0.6,Desktop,0,1,0,10
190,Other,49,AU,Free,198,4,0.1,Desktop,36,0,0,10
191,Female,55,UK,Premium,180,17,0.08,Web,0,1,0,10
192,Other,21,DE,Student,267,89,0.52,Web,0,1,0,10
193,Other,48,CA,Free,126,22,0.58,Mobile,45,0,0,10
194,Female,38,IN,Family,233,94,0.29,Web,0,1,1,10
195,Male,59,PK,Student,161,95,0.59,Desktop,0,1,1,10
196,Female,31,CA,Student,100,70,0.43,Mobile,0,1,0,10
197,Female,24,US,Student,240,45,0.53,Web,0,1,1,10
198,Male,55,UK,Student,170,95,0.45,Mobile,0,1,0,10
199,Male,53,UK,Family,150,29,0.18,Desktop,0,1,0,10
200,Other,31,US,Family,203,79,0.15,Web,0,1,0,10
201,Female,49,AU,Free,226,31,0.24,Desktop,32,0,0,10
202,Other,49,UK,Premium,31,93,0.03,Desktop,0,1,0,10
203,Female,33,DE,Premium,81,34,0.09,Mobile,0,1,0,10
204,Other,59,PK,Free,62,99,0.55,Mobile,5,0,0,10
205,Female,58,AU,Free,202,22,0.45,Mobile,36,0,0,10
206,Other,49,PK,Free,207,33,0.09,Web,9,0,1,10
207,Male,42,DE,Student,20,38,0.6,Web,0,1,0,10
208,Other,24,AU,Free,113,42,0.56,Desktop,32,0,1,10
209,Male,33,IN,Free,168,42,0.12,Desktop,49,0,0,10
210,Other,20,IN,Student,251,79,0.37,Web,0,1,0,10
211,Other,42,IN,Free,222,95,0.04,Desktop,29,0,0,10
212,Female,16,DE,Free,74,33,0.12,Mobile,13,0,0,10
213,Male,37,CA,Premium,139,71,0.16,Desktop,0,1,0,10
214,Female,26,FR,Free,160,23,0.06,Web,45,0,0,10
215,Other,46,US,Premium,37,94,0.37,Web,0,1,0,10
216,Male,36,US,Family,199,4,0.12,Desktop,0,1,0,10
217,Other,32,FR,Free,204,87,0.42,Desktop,14,0,0,10
218,Other,18,IN,Family,181,67,0.56,Desktop,0,1,1,10
219,Other,20,DE,Premium,269,4,0.31,Web,0,1,0,10
220,Female,19,IN,Free,245,9,0.07,Mobile,42,0,0,10
221,Other,34,CA,Student,50,54,0.59,Web,0,1,0,10
222,Other,50,DE,Student,272,46,0.12,Web,0,1,0,10
223,Other,36,FR,Family,271,26,0.5,Web,0,1,0,10
224,Other,53,DE,Student,252,68,0.04,Web,0,1,1,10
225,Female,31,PK,Student,155,2,0.36,Desktop,0,1,1,10
226,Female,40,FR,Free,66,80,0.02,Mobile,48,0,1,10
227,Female,41,CA,Student,51,26,0.19,Web,0,1,0,10
228,Male,27,UK,Free,174,6,0.54,Mobile,7,0,0,10
229,Other,52,DE,Student,165,20,0.01,Desktop,0,1,1,10
230,Other,49,AU,Premium,73,39,0.11,Mobile,0,1,0,10
231,Male,51,DE,Student,10,11,0.09,Web,0,1,0,10
232,Female,19,FR,Premium,279,26,0.03,Web,0,1,0,10
233,Male,41,UK,Free,222,4,0.06,Mobile,26,0,1,10
234,Male,49,DE,Premium,39,6,0.54,Web,0,1,0,10
235,Male,17,FR,Premium,40,97,0.08,Mobile,0,1,1,10
236,Female,22,UK,Premium,254,86,0.45,Desktop,0,1,1,10
237,Male,31,UK,Family,227,23,0.55,Mobile,0,1,1,10
238,Female,19,FR,Premium,244,5,0.34,Web,0,1,0,10
239,Female,37,CA,Free,113,85,0.23,Mobile,27,0,1,10
240,Female,43,UK,Free,218,6,0.01,Mobile,15,0,1,10
241,Male,29,UK,Free,144,94,0.33,Desktop,19,0,0,10
242,Female,51,CA,Premium,143,48,0.09,Web,0,1,0,10
243,Male,41,CA,Premium,110,61,0.44,Mobile,0,1,0,10
244,Other,24,FR,Family,283,90,0.53,Web,0,1,0,10
245,Other,19,PK,Premium,276,15,0.28,Mobile,0,1,0,10
246,Male,48,IN,Premium,178,70,0.29,Desktop,0,1,0,10
247,Other,37,US,Premium,114,13,0.49,Desktop,0,1,0,10
248,Female,59,US,Free,98,24,0.32,Mobile,8,0,0,10
249,Female,54,IN,Family,49,27,0.29,Mobile,0,1,0,10
250,Female,36,AU,Premium,28,39,0.27,Web,0,1,0,10
251,Other,58,FR,Premium,259,67,0.17,Mobile,0,1,0,10
252,Other,20,CA,Free,279,84,0.43,Desktop,24,0,0,10
253,Other,18,AU,Premium,139,58,0.09,Web,0,1,1,10
254,Female,35,DE,Free,53,97,0.45,Desktop,29,0,0,10
255,Male,57,UK,Family,255,82,0.19,Mobile,0,1,0,10
256,Other,55,CA,Premium,259,20,0.01,Mobile,0,1,0,10
257,Other,53,PK,Free,112,33,0.34,Mobile,30,0,0,10
258,Other,22,US,Premium,260,75,0.36,Web,0,1,0,10
259,Other,51,IN,Premium,91,3,0.49,Desktop,0,1,0,10
260,Female,43,PK,Free,92,18,0.19,Mobile,25,0,0,10
261,Other,37,AU,Free,140,14,0.02,Mobile,31,0,0,10
262,Male,29,US,Premium,259,28,0.19,Desktop,0,1,1,10
263,Male,17,UK,Student,119,73,0.22,Desktop,0,1,0,10
264,Male,36,IN,Student,99,92,0.54,Web,0,1,1,10
265,Male,53,AU,Free,265,49,0.2,Desktop,41,0,1,10
266,Female,54,IN,Premium,299,93,0.27,Mobile,0,1,1,10
267,Female,59,AU,Free,255,75,0.56,Web,38,0,0,10
268,Other,42,DE,Family,157,96,0.48,Web,0,1,1,10
269,Other,36,AU,Family,176,15,0.11,Mobile,0,1,0,10
270,Female,22,AU,Student,146,45,0.44,Mobile,0,1,0,10
271,Male,19,DE,Family,211,64,0.15,Mobile,0,1,0,10
272,Male,47,IN,Premium,191,42,0.52,Mobile,0,1,1,10
273,Male,29,CA,Premium,218,72,0.29,Mobile,0,1,0,10
274,Other,32,CA,Family,128,94,0.48,Web,0,1,0,10
275,Other,47,US,Free,30,10,0.38,Web,37,0,0,10
276,Male,30,DE,Family,176,17,0.35,Mobile,0,1,0,10
277,Male,23,UK,Premium,50,45,0.08,Mobile,0,1,0,10
278,Other,37,FR,Free,267,72,0.12,Desktop,38,0,0,10
279,Other,17,PK,Student,20,84,0.45,Web,0,1,0,10
280,Female,45,US,Family,134,92,0.31,Mobile,0,1,0,10
281,Female,42,AU,Student,282,57,0.31,Mobile,0,1,0,10
282,Male,42,US,Premium,52,55,0.05,Web,0,1,1,10
283,Other,31,AU,Premium,97,37,0.59,Web,0,1,0,10
284,Female,53,IN,Free,58,63,0.45,Mobile,45,0,0,10
285,Other,47,AU,Premium,126,71,0.29,Desktop,0,1,1,10
286,Female,40,FR,Premium,172,48,0.54,Web,0,1,0,10
287,Female,35,PK,Free,258,36,0.2,Desktop,24,0,1,10
288,Female,33,IN,Free,291,31,0.29,Desktop,39,0,0,10
289,Other,44,DE,Free,27,96,0.04,Desktop,27,0,1,10
290,Other,41,UK,Family,262,32,0.47,Desktop,0,1,0,10
291,Male,32,DE,Premium,52,52,0.47,Desktop,0,1,1,10
292,Other,20,CA,Student,108,26,0.17,Web,0,1,0,10
293,Male,51,US,Premium,235,5,0.28,Desktop,0,1,0,10
294,Female,25,US,Student,213,36,0.28,Web,0,1,0,10
295,Other,32,PK,Premium,169,6,0.13,Web,0,1,1,10
296,Female,34,DE,Student,158,84,0.1,Mobile,0,1,1,10
297,Male,34,DE,Premium,293,30,0.16,Desktop,0,1,0,10
298,Male,45,DE,Premium,99,84,0.58,Web,0,1,1,10
299,Female,45,US,Student,194,40,0.59,Desktop,0,1,0,10
300,Other,50,US,Premium,126,86,0.52,Mobile,0,1,0,10
301,Female,45,UK,Family,102,18,0.08,Mobile,0,1,0,10
302,Female,55,PK,Free,210,32,0.15,Web,29,0,1,10
303,Female,32,US,Free,134,71,0.43,Mobile,14,0,0,10
304,Male,48,UK,Premium,62,25,0.53,Web,0,1,0,10
305,Other,36,US,Premium,183,29,0.53,Web,0,1,0,10
306,Other,39,DE,Premium,279,97,0.36,Mobile,0,1,0,10
307,Other,59,CA,Premium,159,48,0.21,Mobile,0,1,1,10
308,Male,23,US,Premium,187,22,0.14,Desktop,0,1,1,10
309,Other,41,UK,Family,57,3,0.41,Mobile,0,1,0,10
310,Female,31,FR,Family,133,88,0.07,Desktop,0,1,0,10
311,Male,48,IN,Student,168,78,0.41,Desktop,0,1,0,10
312,Female,21,AU,Family,251,47,0.55,Mobile,0,1,0,10
313,Other,18,AU,Family,71,18,0,Web,0,1,0,10
314,Female,25,FR,Student,178,84,0.32,Desktop,0,1,0,10
315,Male,56,IN,Student,206,64,0.1,Mobile,0,1,1,10
316,Male,34,FR,Free,36,12,0.22,Mobile,44,0,0,10
317,Other,25,CA,Family,122,69,0.09,Web,0,1,0,10
318,Male,24,PK,Premium,158,51,0.26,Web,0,1,0,10
319,Other,41,FR,Student,223,79,0.05,Mobile,0,1,0,10
320,Male,38,IN,Student,251,65,0.44,Desktop,0,1,0,10
321,Other,19,US,Family,294,5,0.44,Web,0,1,0,10
322,Other,25,IN,Student,12,2,0.34,Web,0,1,1,10
323,Male,55,IN,Family,218,58,0.36,Desktop,0,1,0,10
324,Male,17,UK,Free,49,26,0.54,Desktop,12,0,0,10
325,Female,50,FR,Student,66,13,0.58,Mobile,0,1,1,10
326,Other,39,DE,Free,295,20,0.09,Mobile,21,0,1,10
327,Male,26,AU,Student,131,98,0.24,Desktop,0,1,0,10
328,Other,34,UK,Free,203,10,0.1,Desktop,42,0,0,10
329,Female,32,CA,Premium,201,38,0.44,Web,0,1,0,10
330,Female,40,CA,Student,59,35,0.37,Desktop,0,1,0,10
331,Male,32,US,Family,119,39,0.45,Web,0,1,0,10
332,Female,51,CA,Premium,219,96,0.51,Web,0,1,1,10
333,Male,46,CA,Family,152,83,0.58,Mobile,0,1,0,10
334,Female,51,CA,Premium,157,9,0.57,Web,0,1,0,10
335,Female,38,CA,Free,89,59,0.15,Mobile,21,0,0,10
336,Female,54,FR,Family,63,68,0.21,Mobile,0,1,0,10
337,Male,59,UK,Premium,93,36,0.39,Desktop,0,1,0,10
338,Other,41,AU,Student,97,78,0.02,Web,0,1,0,10
339,Other,34,IN,Premium,289,79,0.09,Desktop,0,1,0,10
340,Female,55,IN,Family,291,39,0.3,Mobile,0,1,1,10
341,Female,34,UK,Family,291,70,0.22,Desktop,0,1,0,10
342,Female,20,UK,Student,218,76,0.58,Web,0,1,1,10
343,Female,20,CA,Premium,56,55,0.18,Web,0,1,0,10
344,Male,32,IN,Student,157,12,0.48,Web,0,1,1,10
345,Female,37,DE,Student,171,65,0.52,Web,0,1,1,10
346,Other,50,CA,Family,16,64,0.05,Web,0,1,0,10
347,Female,21,DE,Family,207,21,0.18,Web,0,1,1,10
348,Male,48,US,Premium,123,37,0.27,Web,0,1,0,10
349,Male,46,IN,Premium,55,48,0.47,Web,0,1,1,10
350,Other,44,AU,Free,49,43,0.25,Desktop,5,0,0,10
351,Female,55,PK,Free,62,57,0.58,Web,7,0,0,10
352,Female,57,AU,Student,85,32,0,Desktop,0,1,0,10
353,Other,41,CA,Family,78,33,0.04,Desktop,0,1,0,10
354,Male,50,CA,Free,107,7,0.42,Desktop,27,0,1,10
355,Other,32,FR,Free,202,29,0.14,Web,41,0,0,10
356,Male,51,PK,Family,211,25,0.51,Mobile,0,1,0,10
357,Female,26,FR,Free,73,27,0.19,Web,26,0,1,10
358,Male,22,PK,Premium,229,70,0.02,Desktop,0,1,0,10
359,Other,19,UK,Free,164,21,0.53,Desktop,8,0,0,10
360,Female,49,DE,Family,61,33,0.48,Desktop,0,1,1,10
361,Male,56,IN,Free,164,66,0.3,Desktop,34,0,0,10
362,Other,39,PK,Free,232,2,0.14,Mobile,27,0,0,10
363,Other,57,PK,Student,146,98,0.06,Mobile,0,1,1,10
364,Other,18,AU,Premium,42,27,0.22,Web,0,1,1,10
365,Male,43,CA,Free,265,89,0.56,Desktop,28,0,0,10
366,Female,32,US,Family,275,47,0.59,Mobile,0,1,1,10
367,Other,33,US,Student,295,1,0.03,Desktop,0,1,1,10
368,Other,16,IN,Free,269,13,0.54,Desktop,40,0,0,10
369,Other,50,FR,Family,224,18,0.09,Desktop,0,1,0,10
370,Female,42,PK,Free,51,60,0.22,Desktop,17,0,0,10
371,Other,49,UK,Family,100,49,0.37,Desktop,0,1,1,10
372,Female,35,FR,Premium,267,63,0.6,Web,0,1,0,10
373,Other,54,IN,Free,102,35,0.06,Mobile,40,0,0,10
374,Male,44,PK,Free,84,64,0.57,Web,23,0,1,10
375,Female,21,FR,Free,289,92,0.2,Mobile,27,0,1,10
376,Male,44,FR,Family,173,30,0.38,Desktop,0,1,0,10
377,Male,46,AU,Family,42,77,0.34,Web,0,1,0,10
378,Other,53,AU,Family,261,76,0.41,Desktop,0,1,0,10
379,Other,39,US,Free,163,2,0.03,Web,38,0,1,10
380,Other,26,AU,Student,175,9,0.37,Web,0,1,0,10
381,Female,35,DE,Student,259,96,0.48,Mobile,0,1,1,10
382,Other,51,PK,Premium,103,58,0.06,Mobile,0,1,0,10
383,Other,55,DE,Family,148,52,0.43,Desktop,0,1,0,10
384,Female,45,PK,Premium,50,19,0.02,Mobile,0,1,0,10
385,Female,53,PK,Family,187,27,0.11,Desktop,0,1,1,10
386,Female,16,DE,Student,57,48,0.52,Web,0,1,0,10
387,Male,32,FR,Free,51,70,0.38,Web,19,0,0,10
388,Other,26,FR,Free,146,4,0.59,Mobile,16,0,0,10
389,Female,48,UK,Free,210,60,0.05,Desktop,42,0,1,10
390,Other,59,UK,Family,58,55,0.25,Web,0,1,0,10
391,Female,42,IN,Family,124,11,0.16,Mobile,0,1,0,10
392,Female,40,IN,Student,273,80,0.26,Mobile,0,1,1,10
393,Female,53,PK,Free,49,74,0.47,Mobile,19,0,0,10
394,Female,38,US,Student,119,73,0.11,Web,0,1,0,10
395,Female,58,CA,Student,225,10,0.08,Web,0,1,0,10
396,Other,24,US,Free,203,75,0.26,Desktop,27,0,0,10
397,Other,36,DE,Family,21,11,0.28,Web,0,1,0,10
398,Female,53,UK,Student,120,66,0.25,Mobile,0,1,1,10
399,Male,21,AU,Student,59,34,0.11,Web,0,1,0,10
400,Male,43,FR,Family,272,5,0.24,Desktop,0,1,0,10
401,Female,26,US,Premium,228,24,0.12,Mobile,0,1,0,10
402,Male,23,DE,Student,131,23,0.32,Desktop,0,1,0,10
403,Female,40,PK,Student,103,39,0.08,Web,0,1,1,10
404,Female,37,CA,Free,152,87,0.57,Desktop,23,0,0,10
405,Male,33,PK,Family,261,18,0.28,Desktop,0,1,1,10
406,Other,26,US,Family,276,46,0.2,Mobile,0,1,1,10
407,Other,43,AU,Family,58,22,0.37,Desktop,0,1,0,10
408,Other,46,CA,Premium,118,98,0.53,Web,0,1,0,10
409,Male,23,AU,Free,256,83,0.17,Mobile,29,0,0,10
410,Female,30,CA,Free,84,22,0.25,Mobile,5,0,0,10
411,Female,32,AU,Premium,51,8,0.29,Desktop,0,1,0,10
412,Female,29,AU,Free,107,23,0.52,Web,17,0,1,10
413,Other,19,US,Free,289,61,0.31,Desktop,18,0,0,10
414,Male,19,AU,Premium,264,89,0.35,Web,0,1,0,10
415,Male,24,FR,Premium,227,97,0.03,Web,0,1,0,10
